source_user_id,target_user_id,src_idx,tgt_idx,interaction_type,interaction_type_enc,weight,timestamp
101324,101219,1323,1218,follows,0,0.362,2023-05-31
104492,104252,4491,4251,follows,0,0.392,2023-06-18
100211,108229,210,8228,follows,0,0.587,2023-07-02
108438,108024,8437,8023,retweets,3,0.415,2023-08-14
107746,100529,7745,528,retweets,3,0.181,2023-04-07
109800,108112,9799,8111,follows,0,0.258,2023-04-22
104386,103880,4385,3879,replies,2,0.384,2023-06-17
105060,106135,5059,6134,replies,2,0.853,2023-06-19
105479,106801,5478,6800,retweets,3,0.8,2023-06-12
102735,104427,2734,4426,follows,0,0.747,2023-12-16
104746,107380,4745,7379,retweets,3,0.692,2023-04-14
102738,101269,2737,1268,follows,0,0.33,2023-12-13
102028,104209,2027,4208,follows,0,0.882,2023-08-17
106978,109827,6977,9826,retweets,3,0.789,2023-06-09
102558,104823,2557,4822,follows,0,0.859,2023-02-06
103410,102730,3409,2729,mentions,1,0.298,2023-05-09
108664,106213,8663,6212,replies,2,0.89,2023-06-15
101384,105467,1383,5466,replies,2,0.376,2023-08-16
101091,103147,1090,3146,follows,0,0.846,2023-01-31
103691,101898,3690,1897,replies,2,0.302,2023-03-06
104727,100505,4726,504,follows,0,0.258,2023-06-01
103777,101733,3776,1732,follows,0,0.177,2023-10-28
107038,100960,7037,959,replies,2,0.591,2023-06-06
107394,101512,7393,1511,mentions,1,0.798,2023-01-21
100936,104930,935,4929,retweets,3,0.217,2023-05-14
106692,106409,6691,6408,retweets,3,0.671,2023-06-13
104640,104308,4639,4307,follows,0,0.093,2023-06-16
105666,101013,5665,1012,mentions,1,0.602,2023-02-09
101277,102153,1276,2152,follows,0,0.477,2023-03-11
105125,106941,5124,6940,retweets,3,0.83,2023-10-31
104007,100391,4006,390,follows,0,0.33,2023-03-21
104780,102662,4779,2661,replies,2,0.841,2023-04-08
107920,105806,7919,5805,retweets,3,0.633,2023-01-12
109401,109433,9400,9432,retweets,3,0.773,2023-11-18
103080,100099,3079,98,replies,2,0.746,2023-11-25
102400,105271,2399,5270,replies,2,0.497,2023-08-14
100208,102620,207,2619,retweets,3,0.041,2023-01-28
101334,104717,1333,4716,follows,0,0.391,2023-06-07
109488,107593,9487,7592,replies,2,0.747,2023-02-02
108556,105779,8555,5778,retweets,3,0.412,2023-10-21
106837,107513,6836,7512,retweets,3,0.323,2023-03-03
103847,109733,3846,9732,replies,2,0.343,2023-09-02
105679,100747,5678,746,replies,2,0.217,2023-07-26
103124,100069,3123,68,mentions,1,0.658,2023-01-28
102991,100529,2990,528,follows,0,0.231,2023-01-06
107091,106212,7090,6211,follows,0,0.344,2023-06-22
107372,102708,7371,2707,follows,0,0.317,2023-12-01
106334,107569,6333,7568,retweets,3,0.43,2023-03-23
102202,100072,2201,71,follows,0,0.567,2023-12-01
102285,102012,2284,2011,retweets,3,0.393,2023-01-10
101956,100693,1955,692,replies,2,0.697,2023-08-15
106333,105749,6332,5748,retweets,3,0.649,2023-01-08
100951,103082,950,3081,retweets,3,0.605,2023-12-06
102454,104504,2453,4503,follows,0,0.721,2023-06-22
101937,100615,1936,614,retweets,3,0.443,2023-06-13
100940,101852,939,1851,replies,2,0.329,2023-02-24
104385,104250,4384,4249,replies,2,0.604,2023-08-11
103759,104803,3758,4802,retweets,3,0.181,2023-07-28
102065,104325,2064,4324,follows,0,0.444,2023-03-17
102714,101227,2713,1226,replies,2,0.053,2023-07-20
103282,102068,3281,2067,follows,0,0.478,2023-06-30
100932,104912,931,4911,follows,0,0.304,2023-03-03
108432,107937,8431,7936,retweets,3,0.959,2023-04-05
104577,103957,4576,3956,mentions,1,0.544,2023-07-29
100644,104861,643,4860,follows,0,0.426,2023-08-25
102115,104999,2114,4998,replies,2,0.524,2023-10-10
103136,100570,3135,569,follows,0,0.563,2023-07-08
108851,109882,8850,9881,follows,0,0.844,2023-09-01
104053,102300,4052,2299,retweets,3,0.516,2023-04-05
100572,103253,571,3252,follows,0,0.281,2023-01-21
101757,100417,1756,416,follows,0,0.465,2023-12-01
102163,104695,2162,4694,replies,2,0.924,2023-11-30
107109,107912,7108,7911,retweets,3,0.834,2023-02-03
109667,109793,9666,9792,replies,2,0.448,2023-01-15
102032,101869,2031,1868,replies,2,0.822,2023-05-24
105869,109298,5868,9297,retweets,3,0.544,2023-10-23
107401,108969,7400,8968,retweets,3,0.127,2023-03-30
107825,106894,7824,6893,follows,0,0.261,2023-04-05
107420,102324,7419,2323,mentions,1,0.725,2023-05-18
109565,109229,9564,9228,retweets,3,0.296,2023-03-01
103266,103463,3265,3462,follows,0,0.247,2023-08-05
108943,108912,8942,8911,follows,0,0.692,2023-05-17
102942,109017,2941,9016,follows,0,0.613,2023-08-20
102671,100002,2670,1,follows,0,0.845,2023-11-07
102236,101024,2235,1023,retweets,3,0.186,2023-03-24
108700,109204,8699,9203,retweets,3,0.769,2023-06-27
107603,107988,7602,7987,replies,2,0.071,2023-03-02
109418,109146,9417,9145,replies,2,0.231,2023-01-13
105090,103668,5089,3667,follows,0,0.557,2023-04-27
100442,109150,441,9149,follows,0,0.07,2023-05-27
109988,102885,9987,2884,retweets,3,0.56,2023-11-21
109171,102837,9170,2836,replies,2,0.672,2023-04-01
101527,109462,1526,9461,retweets,3,0.144,2023-03-06
102060,109759,2059,9758,retweets,3,0.2,2023-01-21
109493,109354,9492,9353,replies,2,0.387,2023-06-03
105880,109410,5879,9409,follows,0,0.327,2023-07-28
103029,102298,3028,2297,mentions,1,0.509,2023-11-06
108843,107342,8842,7341,retweets,3,0.834,2023-05-28
101100,109065,1099,9064,follows,0,0.387,2023-07-06
107407,101174,7406,1173,retweets,3,0.523,2023-03-01
108650,109576,8649,9575,mentions,1,0.804,2023-07-04
108594,103427,8593,3426,replies,2,0.18,2023-03-03
109567,105848,9566,5847,retweets,3,0.832,2023-03-07
100540,100135,539,134,mentions,1,0.028,2023-06-16
106467,104036,6466,4035,follows,0,0.894,2023-12-20
101494,101952,1493,1951,mentions,1,0.949,2023-07-15
104429,105002,4428,5001,retweets,3,0.264,2023-05-09
107598,105603,7597,5602,follows,0,0.952,2023-05-15
109555,106097,9554,6096,follows,0,0.099,2023-07-13
103282,100734,3281,733,replies,2,0.524,2023-09-30
104025,101148,4024,1147,mentions,1,0.718,2023-02-18
105899,105759,5898,5758,retweets,3,0.796,2023-07-02
109785,108108,9784,8107,mentions,1,0.74,2023-12-22
102664,101817,2663,1816,retweets,3,0.825,2023-12-08
101589,104277,1588,4276,mentions,1,0.619,2023-12-28
100598,104914,597,4913,replies,2,0.754,2023-11-19
103288,107741,3287,7740,follows,0,0.25,2023-08-23
100238,102922,237,2921,retweets,3,0.883,2023-05-01
104712,103838,4711,3837,follows,0,0.758,2023-01-08
108534,107670,8533,7669,replies,2,0.573,2023-09-13
105736,109901,5735,9900,follows,0,0.4,2023-04-13
101039,105604,1038,5603,retweets,3,0.105,2023-10-06
109342,106436,9341,6435,replies,2,0.909,2023-10-04
108988,108212,8987,8211,mentions,1,0.855,2023-09-03
109383,106496,9382,6495,retweets,3,0.546,2023-08-07
102068,101566,2067,1565,follows,0,0.471,2023-04-22
100562,106082,561,6081,retweets,3,0.229,2023-07-24
100794,101142,793,1141,retweets,3,0.443,2023-01-16
104234,104247,4233,4246,retweets,3,0.18,2023-01-07
105484,107217,5483,7216,mentions,1,0.607,2023-07-26
101161,108543,1160,8542,follows,0,0.344,2023-12-26
104867,104745,4866,4744,replies,2,0.694,2023-07-26
109288,107804,9287,7803,mentions,1,0.776,2023-12-28
108254,108276,8253,8275,retweets,3,0.455,2023-04-07
101177,103926,1176,3925,follows,0,0.368,2023-08-14
100044,102826,43,2825,retweets,3,0.783,2023-04-16
107277,106769,7276,6768,replies,2,0.716,2023-01-07
104892,103545,4891,3544,follows,0,0.342,2023-04-09
109315,109148,9314,9147,retweets,3,0.31,2023-07-04
108063,109457,8062,9456,retweets,3,0.453,2023-09-10
104112,101466,4111,1465,follows,0,0.717,2023-10-22
101983,104163,1982,4162,replies,2,0.385,2023-03-29
102617,102198,2616,2197,retweets,3,0.467,2023-10-30
104398,103784,4397,3783,replies,2,0.501,2023-01-19
105322,107537,5321,7536,retweets,3,0.432,2023-11-18
103303,103685,3302,3684,follows,0,0.769,2023-04-21
104261,103181,4260,3180,follows,0,0.359,2023-06-01
107880,103171,7879,3170,replies,2,0.366,2023-08-22
108110,106064,8109,6063,replies,2,0.121,2023-06-01
106998,104506,6997,4505,follows,0,0.557,2023-10-21
104300,103369,4299,3368,follows,0,0.847,2023-02-15
108616,109936,8615,9935,retweets,3,0.519,2023-01-21
104623,101353,4622,1352,replies,2,0.773,2023-01-17
104770,104335,4769,4334,follows,0,0.327,2023-01-08
101923,109556,1922,9555,mentions,1,0.3,2023-06-13
103339,104145,3338,4144,follows,0,0.734,2023-10-21
109182,105429,9181,5428,retweets,3,0.342,2023-09-22
100685,102404,684,2403,follows,0,0.556,2023-10-09
104257,109959,4256,9958,retweets,3,0.374,2023-12-01
106771,107319,6770,7318,replies,2,0.641,2023-04-30
103229,101998,3228,1997,retweets,3,0.567,2023-11-04
103812,101193,3811,1192,follows,0,0.635,2023-12-16
103771,100387,3770,386,follows,0,0.326,2023-09-05
100462,104000,461,3999,follows,0,0.118,2023-04-18
100922,103631,921,3630,follows,0,0.419,2023-07-23
108130,107826,8129,7825,retweets,3,0.846,2023-04-23
107156,107334,7155,7333,follows,0,0.73,2023-12-26
109338,109829,9337,9828,follows,0,0.626,2023-12-16
103393,102645,3392,2644,follows,0,0.872,2023-04-01
108501,106962,8500,6961,follows,0,0.231,2023-12-02
102321,103219,2320,3218,follows,0,0.556,2023-10-25
105887,109101,5886,9100,follows,0,0.743,2023-07-12
103524,103001,3523,3000,replies,2,0.212,2023-09-30
107299,105999,7298,5998,retweets,3,0.196,2023-10-25
103739,108221,3738,8220,retweets,3,0.089,2023-07-02
101839,107105,1838,7104,retweets,3,0.368,2023-08-17
104356,109385,4355,9384,replies,2,0.484,2023-05-26
103262,100920,3261,919,replies,2,0.285,2023-01-26
100007,103537,6,3536,replies,2,0.501,2023-07-04
102407,102928,2406,2927,follows,0,0.664,2023-06-17
109126,105852,9125,5851,retweets,3,0.533,2023-06-20
103932,103339,3931,3338,replies,2,0.569,2023-08-25
107996,105782,7995,5781,follows,0,0.617,2023-08-07
108184,106561,8183,6560,mentions,1,0.824,2023-12-17
108636,109383,8635,9382,retweets,3,0.24,2023-01-29
102673,100388,2672,387,follows,0,0.275,2023-12-08
107183,101165,7182,1164,retweets,3,0.974,2023-08-28
107577,105929,7576,5928,follows,0,0.871,2023-07-19
102657,102880,2656,2879,retweets,3,0.2,2023-06-03
104793,103481,4792,3480,follows,0,0.174,2023-09-19
109625,107108,9624,7107,replies,2,0.754,2023-01-31
104457,104872,4456,4871,retweets,3,0.552,2023-07-09
100824,105342,823,5341,follows,0,0.092,2023-08-27
108936,108809,8935,8808,replies,2,0.337,2023-03-09
108503,107326,8502,7325,follows,0,0.705,2023-04-02
109335,105535,9334,5534,follows,0,0.166,2023-07-23
106419,106089,6418,6088,retweets,3,0.638,2023-05-02
102351,101460,2350,1459,retweets,3,0.508,2023-01-06
104955,105622,4954,5621,replies,2,0.614,2023-12-30
105904,108831,5903,8830,follows,0,0.88,2023-09-12
102006,100343,2005,342,replies,2,0.412,2023-05-24
102042,104085,2041,4084,retweets,3,0.745,2023-05-12
106013,105482,6012,5481,follows,0,0.954,2023-09-01
108662,109136,8661,9135,retweets,3,0.552,2023-02-21
105801,109635,5800,9634,retweets,3,0.751,2023-04-18
101079,100422,1078,421,follows,0,0.322,2023-01-06
109231,107712,9230,7711,retweets,3,0.355,2023-12-31
107213,107202,7212,7201,follows,0,0.821,2023-03-12
100606,105637,605,5636,mentions,1,0.731,2023-10-09
103905,106528,3904,6527,mentions,1,0.269,2023-09-14
102866,102441,2865,2440,retweets,3,0.379,2023-10-06
103411,104119,3410,4118,follows,0,0.305,2023-07-23
104993,100785,4992,784,follows,0,0.639,2023-02-24
104026,106399,4025,6398,follows,0,0.646,2023-03-18
101529,108048,1528,8047,mentions,1,0.819,2023-08-01
104846,104218,4845,4217,follows,0,0.733,2023-01-13
102600,104460,2599,4459,replies,2,0.688,2023-10-08
104528,103876,4527,3875,follows,0,0.056,2023-04-21
103458,103137,3457,3136,retweets,3,0.453,2023-01-06
109853,107096,9852,7095,follows,0,0.679,2023-05-11
101719,100463,1718,462,replies,2,0.69,2023-07-03
106499,101873,6498,1872,mentions,1,0.361,2023-11-08
104887,100003,4886,2,retweets,3,0.505,2023-12-30
105292,107834,5291,7833,replies,2,0.238,2023-08-12
107679,107167,7678,7166,retweets,3,0.952,2023-07-14
102676,103552,2675,3551,replies,2,0.527,2023-08-18
106264,105810,6263,5809,replies,2,0.799,2023-05-03
105702,105507,5701,5506,retweets,3,0.771,2023-06-21
101337,104284,1336,4283,follows,0,0.212,2023-05-12
107402,103809,7401,3808,follows,0,0.476,2023-02-03
105385,107802,5384,7801,retweets,3,0.65,2023-10-27
101721,100280,1720,279,mentions,1,0.455,2023-12-05
107953,107450,7952,7449,follows,0,0.964,2023-09-18
109350,108865,9349,8864,retweets,3,0.788,2023-08-30
108310,105360,8309,5359,retweets,3,0.748,2023-03-14
107397,107754,7396,7753,retweets,3,0.975,2023-01-15
102971,102020,2970,2019,replies,2,0.715,2023-12-20
101285,103520,1284,3519,follows,0,0.792,2023-07-06
103286,105399,3285,5398,replies,2,0.577,2023-02-03
108607,105054,8606,5053,retweets,3,0.16,2023-07-14
101659,102523,1658,2522,replies,2,0.916,2023-03-19
104820,103081,4819,3080,follows,0,0.634,2023-01-13
105384,106706,5383,6705,retweets,3,0.462,2023-08-19
105465,107069,5464,7068,follows,0,0.529,2023-07-11
104270,101528,4269,1527,follows,0,0.362,2023-01-10
109753,108869,9752,8868,follows,0,0.688,2023-07-18
107511,105606,7510,5605,follows,0,0.746,2023-08-13
107831,101005,7830,1004,follows,0,0.744,2023-09-26
101430,102885,1429,2884,follows,0,0.119,2023-10-20
100258,102242,257,2241,replies,2,0.83,2023-04-12
109031,105690,9030,5689,retweets,3,0.62,2023-06-03
104103,104559,4102,4558,replies,2,0.416,2023-03-12
102181,100305,2180,304,follows,0,0.476,2023-08-12
106707,107221,6706,7220,follows,0,0.484,2023-07-19
108710,106984,8709,6983,follows,0,0.684,2023-11-29
108155,105551,8154,5550,mentions,1,0.854,2023-05-14
106153,106842,6152,6841,retweets,3,0.875,2023-04-09
101474,100770,1473,769,follows,0,0.57,2023-02-24
109684,108645,9683,8644,retweets,3,0.692,2023-02-22
102411,102526,2410,2525,follows,0,0.372,2023-07-22
108819,106798,8818,6797,retweets,3,0.157,2023-10-26
105678,108975,5677,8974,follows,0,0.285,2023-07-07
101963,100587,1962,586,replies,2,0.454,2023-02-10
100081,102073,80,2072,replies,2,0.218,2023-08-07
103155,105875,3154,5874,retweets,3,0.175,2023-06-04
101698,100375,1697,374,follows,0,0.479,2023-06-02
104053,104701,4052,4700,follows,0,0.358,2023-12-02
102808,101470,2807,1469,replies,2,0.144,2023-09-03
109417,104162,9416,4161,retweets,3,0.788,2023-09-05
109602,106226,9601,6225,retweets,3,0.651,2023-10-28
104389,104757,4388,4756,follows,0,0.666,2023-09-11
100879,102563,878,2562,follows,0,0.493,2023-02-01
106518,102046,6517,2045,retweets,3,0.659,2023-07-31
105739,106256,5738,6255,replies,2,0.393,2023-05-08
104255,104574,4254,4573,replies,2,0.56,2023-04-04
103704,101918,3703,1917,follows,0,0.431,2023-03-29
105681,107460,5680,7459,retweets,3,0.609,2023-02-15
107497,104901,7496,4900,follows,0,0.598,2023-10-02
105054,105573,5053,5572,retweets,3,0.711,2023-07-05
104493,105174,4492,5173,follows,0,0.503,2023-11-18
108935,107308,8934,7307,mentions,1,0.338,2023-06-07
103309,100115,3308,114,mentions,1,0.841,2023-02-16
102953,101121,2952,1120,follows,0,0.674,2023-09-19
104019,102919,4018,2918,replies,2,0.798,2023-11-09
100431,100957,430,956,follows,0,0.542,2023-07-09
109152,106711,9151,6710,follows,0,0.698,2023-09-10
103688,101543,3687,1542,follows,0,0.306,2023-05-12
105995,105628,5994,5627,retweets,3,0.879,2023-02-27
105707,105131,5706,5130,retweets,3,0.855,2023-12-18
109501,107660,9500,7659,mentions,1,0.843,2023-01-11
108353,106476,8352,6475,follows,0,0.833,2023-09-21
103136,100310,3135,309,follows,0,0.781,2023-05-04
100924,104940,923,4939,follows,0,0.871,2023-02-01
106167,100112,6166,111,retweets,3,0.551,2023-08-31
105652,107819,5651,7818,follows,0,0.765,2023-03-16
108935,107706,8934,7705,retweets,3,0.583,2023-02-22
101609,102119,1608,2118,follows,0,0.543,2023-03-25
108604,107820,8603,7819,mentions,1,0.625,2023-07-24
104321,102774,4320,2773,retweets,3,0.644,2023-11-07
101577,102491,1576,2490,retweets,3,0.178,2023-12-12
100957,104289,956,4288,replies,2,0.879,2023-09-12
101814,100453,1813,452,follows,0,0.729,2023-03-01
102370,103081,2369,3080,follows,0,0.325,2023-01-28
100846,106695,845,6694,follows,0,0.611,2023-10-28
108023,105101,8022,5100,mentions,1,0.89,2023-01-13
105463,105703,5462,5702,retweets,3,0.69,2023-09-24
108959,105493,8958,5492,follows,0,0.807,2023-08-19
103578,101425,3577,1424,follows,0,0.605,2023-07-07
101527,100978,1526,977,follows,0,0.349,2023-11-23
103732,100934,3731,933,retweets,3,0.709,2023-12-09
109081,109342,9080,9341,follows,0,0.444,2023-10-08
107668,107386,7667,7385,retweets,3,0.554,2023-09-13
106415,108490,6414,8489,retweets,3,0.814,2023-04-07
101715,102201,1714,2200,follows,0,0.756,2023-01-31
106177,100234,6176,233,replies,2,0.538,2023-01-09
104169,103468,4168,3467,replies,2,0.806,2023-03-23
108396,101087,8395,1086,retweets,3,0.156,2023-01-09
109635,106892,9634,6891,retweets,3,0.409,2023-12-01
105326,108236,5325,8235,retweets,3,0.804,2023-09-04
100212,103216,211,3215,replies,2,0.487,2023-05-03
105774,106487,5773,6486,retweets,3,0.442,2023-08-24
105603,108414,5602,8413,follows,0,0.844,2023-01-17
100227,104031,226,4030,mentions,1,0.288,2023-02-23
106283,101507,6282,1506,follows,0,0.384,2023-09-22
103412,103655,3411,3654,replies,2,0.913,2023-02-22
101033,102998,1032,2997,follows,0,0.363,2023-05-11
105952,109527,5951,9526,retweets,3,0.791,2023-11-01
108175,100607,8174,606,mentions,1,0.508,2023-07-06
101521,104492,1520,4491,retweets,3,0.26,2023-08-29
109221,108622,9220,8621,replies,2,0.656,2023-01-28
102957,101755,2956,1754,follows,0,0.295,2023-05-30
101708,102386,1707,2385,follows,0,0.196,2023-06-08
108341,105268,8340,5267,retweets,3,0.975,2023-06-16
109471,106657,9470,6656,follows,0,0.377,2023-02-16
105082,105360,5081,5359,follows,0,0.806,2023-09-26
103340,103547,3339,3546,mentions,1,0.849,2023-05-10
109358,109863,9357,9862,retweets,3,0.643,2023-03-02
104926,107134,4925,7133,retweets,3,0.29,2023-10-25
102135,101847,2134,1846,follows,0,0.883,2023-10-03
102872,104446,2871,4445,replies,2,0.431,2023-02-21
109506,106319,9505,6318,retweets,3,0.588,2023-01-29
100660,100764,659,763,follows,0,0.407,2023-06-12
103064,104496,3063,4495,retweets,3,0.247,2023-01-14
101282,109489,1281,9488,retweets,3,0.704,2023-09-09
102719,100190,2718,189,retweets,3,0.095,2023-01-11
106477,106969,6476,6968,replies,2,0.814,2023-12-11
105514,102799,5513,2798,retweets,3,0.837,2023-03-07
106810,106341,6809,6340,follows,0,0.876,2023-08-26
107887,106791,7886,6790,replies,2,0.731,2023-04-26
106734,109592,6733,9591,follows,0,0.411,2023-06-28
105653,108888,5652,8887,follows,0,0.434,2023-06-02
102684,100624,2683,623,follows,0,0.642,2023-09-23
101679,104952,1678,4951,follows,0,0.526,2023-11-16
100995,104948,994,4947,follows,0,0.964,2023-12-24
108524,109722,8523,9721,mentions,1,0.654,2023-06-17
109210,103294,9209,3293,follows,0,0.284,2023-03-05
101142,100067,1141,66,mentions,1,0.275,2023-01-20
109554,108394,9553,8393,retweets,3,0.382,2023-10-13
105147,105984,5146,5983,retweets,3,0.401,2023-03-02
101360,103888,1359,3887,follows,0,0.546,2023-03-23
107924,108363,7923,8362,retweets,3,0.831,2023-08-01
109332,103078,9331,3077,follows,0,0.691,2023-02-02
108784,109344,8783,9343,retweets,3,0.821,2023-10-09
102745,103522,2744,3521,retweets,3,0.73,2023-04-19
103899,101002,3898,1001,follows,0,0.091,2023-04-26
100339,102510,338,2509,replies,2,0.3,2023-06-24
108462,107378,8461,7377,follows,0,0.663,2023-10-16
103936,103294,3935,3293,replies,2,0.59,2023-06-04
105085,101064,5084,1063,follows,0,0.531,2023-05-12
104160,101582,4159,1581,follows,0,0.474,2023-06-05
108891,108245,8890,8244,follows,0,0.422,2023-05-03
109754,109364,9753,9363,retweets,3,0.694,2023-12-12
100259,101276,258,1275,retweets,3,0.84,2023-10-19
102432,101073,2431,1072,retweets,3,0.503,2023-08-21
107903,106482,7902,6481,retweets,3,0.956,2023-11-24
105665,109734,5664,9733,retweets,3,0.465,2023-01-31
105019,106467,5018,6466,replies,2,0.96,2023-01-25
100522,101519,521,1518,follows,0,0.69,2023-06-17
107534,107143,7533,7142,retweets,3,0.934,2023-03-25
104375,107649,4374,7648,mentions,1,0.387,2023-05-11
104409,101325,4408,1324,follows,0,0.436,2023-06-13
109333,108281,9332,8280,retweets,3,0.446,2023-09-02
104221,100742,4220,741,follows,0,0.861,2023-07-24
109940,109561,9939,9560,replies,2,0.858,2023-06-08
105242,105939,5241,5938,retweets,3,0.796,2023-02-09
103879,104764,3878,4763,mentions,1,0.813,2023-10-20
100348,100386,347,385,replies,2,0.913,2023-09-24
104269,100073,4268,72,follows,0,0.473,2023-01-15
102103,102639,2102,2638,follows,0,0.587,2023-03-19
109700,100803,9699,802,retweets,3,0.103,2023-11-07
102451,102874,2450,2873,follows,0,0.697,2023-08-10
109239,105156,9238,5155,replies,2,0.501,2023-12-14
103311,100486,3310,485,retweets,3,0.376,2023-03-30
105747,105771,5746,5770,retweets,3,0.662,2023-05-10
101693,104860,1692,4859,follows,0,0.272,2023-12-02
102608,101259,2607,1258,retweets,3,0.442,2023-11-06
108482,105687,8481,5686,retweets,3,0.019,2023-08-25
108538,106877,8537,6876,follows,0,0.277,2023-08-30
106863,108280,6862,8279,follows,0,0.663,2023-11-19
109538,107560,9537,7559,retweets,3,0.455,2023-01-02
103090,100118,3089,117,retweets,3,0.429,2023-08-11
108313,102711,8312,2710,retweets,3,0.352,2023-11-21
100976,103629,975,3628,follows,0,0.697,2023-08-21
107165,107972,7164,7971,follows,0,0.214,2023-02-25
100591,104684,590,4683,mentions,1,0.312,2023-03-27
101207,107403,1206,7402,retweets,3,0.498,2023-09-29
101406,101842,1405,1841,mentions,1,0.663,2023-04-29
100136,100843,135,842,replies,2,0.701,2023-05-22
103537,104682,3536,4681,follows,0,0.347,2023-01-25
109800,104700,9799,4699,replies,2,0.415,2023-09-28
102337,101621,2336,1620,retweets,3,0.429,2023-04-28
107313,109578,7312,9577,retweets,3,0.391,2023-06-10
101721,102107,1720,2106,follows,0,0.793,2023-09-17
101582,100795,1581,794,replies,2,0.376,2023-08-04
106615,107639,6614,7638,follows,0,0.661,2023-11-18
104071,101843,4070,1842,follows,0,0.411,2023-02-13
107547,105211,7546,5210,retweets,3,0.155,2023-12-17
107007,107888,7006,7887,follows,0,0.907,2023-02-11
109478,106870,9477,6869,retweets,3,0.561,2023-05-21
100368,104734,367,4733,follows,0,0.759,2023-10-05
100521,102903,520,2902,replies,2,0.543,2023-11-14
109353,109165,9352,9164,follows,0,0.494,2023-09-11
108170,106631,8169,6630,mentions,1,0.931,2023-08-07
103432,101632,3431,1631,replies,2,0.831,2023-05-10
105890,101985,5889,1984,replies,2,0.957,2023-05-13
101242,101441,1241,1440,replies,2,0.491,2023-08-30
106226,104034,6225,4033,retweets,3,0.801,2023-03-24
104714,100076,4713,75,follows,0,0.436,2023-12-01
105087,105704,5086,5703,retweets,3,0.792,2023-11-18
109264,102178,9263,2177,follows,0,0.657,2023-02-15
100849,100941,848,940,retweets,3,0.658,2023-12-02
100973,109634,972,9633,follows,0,0.522,2023-08-06
109508,105784,9507,5783,retweets,3,0.499,2023-12-22
102626,100059,2625,58,follows,0,0.807,2023-10-12
107360,104408,7359,4407,follows,0,0.238,2023-10-23
105603,106210,5602,6209,retweets,3,0.883,2023-01-07
108361,109130,8360,9129,follows,0,0.392,2023-05-15
103266,101024,3265,1023,retweets,3,0.7,2023-11-03
101335,109401,1334,9400,retweets,3,0.771,2023-05-31
104845,104157,4844,4156,follows,0,0.663,2023-08-23
100422,108238,421,8237,follows,0,0.122,2023-03-11
103227,102471,3226,2470,retweets,3,0.658,2023-09-25
108337,105051,8336,5050,retweets,3,0.469,2023-03-11
109470,109499,9469,9498,retweets,3,0.7,2023-03-10
100237,104985,236,4984,retweets,3,0.894,2023-02-08
103083,107855,3082,7854,retweets,3,0.456,2023-02-02
104380,100821,4379,820,retweets,3,0.473,2023-01-08
109502,109824,9501,9823,retweets,3,0.385,2023-09-18
102829,105979,2828,5978,follows,0,0.827,2023-06-29
105286,105607,5285,5606,follows,0,0.861,2023-06-10
109516,105874,9515,5873,retweets,3,0.568,2023-03-29
102431,101801,2430,1800,mentions,1,0.209,2023-04-11
102220,103432,2219,3431,follows,0,0.183,2023-11-07
102167,100338,2166,337,retweets,3,0.415,2023-05-26
104819,107573,4818,7572,mentions,1,0.593,2023-12-25
106706,107549,6705,7548,retweets,3,0.763,2023-05-11
105762,102647,5761,2646,retweets,3,0.713,2023-03-25
101492,104904,1491,4903,retweets,3,0.915,2023-02-19
109222,106400,9221,6399,mentions,1,0.693,2023-06-16
103515,106607,3514,6606,mentions,1,0.34,2023-12-03
101063,105437,1062,5436,retweets,3,0.392,2023-08-04
109054,105296,9053,5295,replies,2,0.605,2023-11-28
102841,104093,2840,4092,replies,2,0.785,2023-03-10
102421,101746,2420,1745,follows,0,0.365,2023-01-01
102250,101935,2249,1934,follows,0,0.453,2023-03-09
105164,101923,5163,1922,mentions,1,0.249,2023-12-15
101722,100908,1721,907,follows,0,0.682,2023-02-24
100118,103088,117,3087,mentions,1,0.602,2023-11-24
100796,100053,795,52,follows,0,0.164,2023-03-24
105456,100702,5455,701,retweets,3,0.7,2023-06-12
103219,109987,3218,9986,replies,2,0.158,2023-02-08
104675,103754,4674,3753,replies,2,0.685,2023-02-21
109488,107622,9487,7621,replies,2,0.486,2023-11-24
102585,106571,2584,6570,replies,2,0.864,2023-11-14
104293,104241,4292,4240,retweets,3,0.696,2023-06-10
104835,101352,4834,1351,follows,0,0.146,2023-02-13
109537,105915,9536,5914,retweets,3,0.811,2023-08-09
106008,107546,6007,7545,follows,0,0.657,2023-10-10
107560,107822,7559,7821,follows,0,0.739,2023-09-22
101813,104673,1812,4672,follows,0,0.601,2023-04-04
105449,102430,5448,2429,retweets,3,0.526,2023-07-15
103476,100689,3475,688,follows,0,0.591,2023-09-03
105401,106940,5400,6939,replies,2,0.915,2023-08-31
102388,101351,2387,1350,follows,0,0.573,2023-11-09
103156,100202,3155,201,follows,0,0.632,2023-11-29
102104,101620,2103,1619,replies,2,0.272,2023-11-15
108538,109601,8537,9600,replies,2,0.624,2023-01-22
108845,101888,8844,1887,follows,0,0.604,2023-12-19
103682,101231,3681,1230,follows,0,0.612,2023-10-30
106522,106222,6521,6221,mentions,1,0.54,2023-04-05
108551,105892,8550,5891,follows,0,0.57,2023-04-01
100624,103865,623,3864,follows,0,0.721,2023-04-11
108473,106553,8472,6552,retweets,3,0.679,2023-05-24
105607,104799,5606,4798,mentions,1,0.51,2023-06-12
