user_id,node_idx,screen_name,account_type,label,created_at,location,account_age_days,followers_count,following_count,post_count,listed_count,verified,has_profile_image,has_description,default_profile,profile_completeness,posts_per_day,reply_ratio,retweet_ratio,mention_ratio,url_ratio,hashtag_ratio,duplicate_content_ratio
102733,2732,user_102733,human,0,2018-02-24,"Toronto, Canada",2137,180.0,42.0,875.0,24.0,0,1,0,1,0.9675,3.8942,0.3389,0.2302,0.0704,0.2185,0.3316,0.0265
104788,4787,user_104788,human,0,2020-02-22,"Mumbai, India",1409,4083.0,148.0,84.0,27.0,0,1,1,0,0.8119,2.226,0.1907,0.3844,0.0992,0.3827,0.1667,0.0437
102755,2754,user_102755,human,0,2019-03-13,"New York, USA",1755,358.0,30.0,187.0,0.0,0,1,0,1,0.7118,3.794,0.1801,0.193,0.459,0.4854,0.5815,0.0149
102338,2337,user_102338,human,0,2018-12-29,Unknown,1829,24.0,486.0,53.0,22.0,0,0,1,0,0.6992,2.6143,0.3237,0.2991,0.1011,0.084,0.0831,0.0081
103644,3643,user_103644,human,0,2019-02-18,"Paris, France",1778,435.0,51.0,905.0,10.0,0,1,1,0,0.363,3.0727,0.4276,0.0724,0.2378,0.445,0.2903,0.099
107738,7737,user_107738,bot,1,2022-09-14,Unknown,474,240.0,1514.0,361.0,5.0,0,0,0,1,0.1812,78.4679,0.0453,0.8501,0.0287,0.8216,0.8203,0.9222
105517,5516,user_105517,bot,1,2023-03-30,Unknown,277,311.0,140.0,2165.0,113.0,0,0,0,1,0.0864,5.0,0.2777,0.5769,0.1078,0.8814,0.8277,0.4037
105247,5246,user_105247,bot,1,2021-06-13,"California, USA",932,7.0,58.0,4742.0,42.0,0,0,0,1,0.4418,35.7592,0.1691,0.8047,0.0114,0.3246,0.8223,0.8389
100867,866,user_100867,human,0,2018-08-09,"California, USA",1971,123.0,302.0,888.0,8.0,0,1,1,0,0.7132,3.1153,0.1118,0.0497,0.1262,0.575,0.2028,0.0928
104448,4447,user_104448,human,0,2018-11-29,Unknown,1859,144.0,85.0,166.0,12.0,0,1,1,0,0.8961,2.1913,0.3851,0.1673,0.083,0.1846,0.002,0.0213
105072,5071,user_105072,bot,1,2022-12-12,Unknown,385,76.0,15845.040000000023,7423.0,6.0,0,0,0,1,0.2628,93.6177,0.0014,0.645,0.0269,0.7924,0.4983,0.8397
104882,4881,user_104882,human,0,2016-10-25,"London, UK",2624,229.0,808.0,1751.0,1.0,0,1,1,0,0.6613,6.8908,0.4532,0.1424,0.1999,0.383,0.4844,0.0268
109511,9510,user_109511,suspicious,2,2020-12-11,Unknown,1116,9.0,10.0,4510.0,3.0,0,1,0,1,0.4968,11.1358,0.162,0.5333,0.0277,0.5705,0.4041,0.436
103003,3002,user_103003,human,0,2019-10-03,"London, UK",1551,255.0,35.0,1750.0,11.0,0,1,1,1,0.6612,2.0795,0.1477,0.6761,0.1355,0.3726,0.4678,0.1418
102226,2225,user_102226,human,0,2016-11-26,Unknown,2592,61.0,1214.0,2175.0,25.0,0,1,0,0,0.7231,2.9421,0.1932,0.1882,0.1681,0.2677,0.162,0.3451
109057,9056,user_109057,suspicious,2,2020-02-14,Unknown,1417,660.0,10735.0,424.0,1.0,0,1,1,0,0.2215,23.6558,0.0094,0.3469,0.0916,0.3623,0.702,0.5199
104827,4826,user_104827,human,0,2018-12-08,"Paris, France",1850,26.0,419.0,123.0,7.0,0,1,1,0,0.8421,0.6699,0.2895,0.3717,0.3048,0.0206,0.0604,0.0095
107622,7621,user_107622,bot,1,2022-05-09,Unknown,602,0.0,1164.0,618.0,6.0,0,0,0,0,0.2273,50.1756,0.0461,0.6104,0.1328,0.7301,0.7297,0.6379
109690,9689,user_109690,suspicious,2,2022-01-23,Unknown,708,158.0,56.0,2244.0,111.0,0,1,1,0,0.8295,29.492,0.3269,0.617,0.0384,0.2432,0.474,0.6843
105501,5500,user_105501,bot,1,2023-08-24,"Tokyo, Japan",130,9.0,1823.0,35.0,6.0,0,0,0,1,0.3641,22.43,0.2008,0.8713,0.0004,0.8105,0.7867,0.7936
109701,9700,user_109701,suspicious,2,2021-10-08,"Seoul, South Korea",815,111.0,1100.0,805.0,58.0,0,0,0,0,0.5163,2.0,0.1005,0.5186,0.1911,0.5094,0.5415,0.8394
108479,8478,user_108479,bot,1,2023-08-16,Unknown,138,11.0,533.0,1404.0,7.0,0,0,0,0,0.0916,22.715,0.2411,0.601,0.0846,0.8009,0.391,0.6961
105503,5502,user_105503,bot,1,2023-05-02,Unknown,244,102.0,2534.0,93.0,11.0,0,0,0,1,0.2008,83.8779,0.0002,0.3887,0.0605,0.7866,0.4649,0.466
101211,1210,user_101211,human,0,2021-02-12,Unknown,1053,1444.0,808.0,4924.0,1.0,0,1,1,1,0.5867,0.5718,0.1244,0.3187,0.3396,0.3254,0.3392,0.0385
109084,9083,user_109084,suspicious,2,2019-12-15,"Berlin, Germany",1478,273.0,1186.0,485.0,9.0,0,0,0,1,0.4946,2.0,0.0753,0.8303,0.2974,0.1457,0.4417,0.6345
102289,2288,user_102289,human,0,2020-01-21,"London, UK",1441,1206.0,164.0,416.0,210.02000000000044,0,1,0,0,0.693,2.9757,0.1044,0.045,0.0251,0.5694,0.3273,0.0127
102184,2183,user_102184,human,0,2016-10-26,"New York, USA",2623,81.0,45.0,1171.0,7.0,0,1,1,1,0.7771,3.0719,0.1729,0.2976,0.42,0.1082,0.2283,0.392
102863,2862,user_102863,human,0,2020-11-19,"Sao Paulo, Brazil",1138,39.0,464.0,233.0,85.0,0,1,1,0,0.7309,4.5331,0.324,0.1031,0.1077,0.3654,0.3187,0.1589
106862,6861,user_106862,bot,1,2023-08-24,"Tokyo, Japan",130,32.0,2655.0,427.0,3.0,0,0,0,0,0.2075,5.0,0.0293,0.8966,0.2056,0.46,0.7969,0.5674
102363,2362,user_102363,human,0,2021-07-29,"California, USA",886,1618.0,457.0,1271.0,210.02000000000044,0,0,1,0,0.4643,0.6871,0.2801,0.0226,0.1979,0.1712,0.0013,0.0
108464,8463,user_108464,bot,1,2022-07-23,"Seoul, South Korea",527,174.0,9444.0,2039.0,40.0,0,0,0,1,0.0789,49.367,0.1941,0.4095,0.1639,0.7977,0.4318,0.7137
106333,6332,user_106333,bot,1,2022-03-07,Unknown,665,24.0,6128.0,2220.0,7.0,0,0,0,1,0.3244,20.0096,0.1241,0.9571,0.0425,0.754,0.7959,0.9389
104065,4064,user_104065,human,0,2020-09-14,Unknown,1204,654.0,229.0,2879.0,11.0,0,1,1,0,0.7631,3.387,0.1122,0.0466,0.0076,0.6099,0.4457,0.0001
109547,9546,user_109547,suspicious,2,2020-03-22,"Berlin, Germany",1380,29.0,1112.0,6339.0,29.0,0,0,1,0,0.4656,9.6921,0.0328,0.3264,0.2752,0.5009,0.3574,0.5244
100618,617,user_100618,human,0,2017-11-18,Unknown,2235,202.0,178.0,2313.0,22.0,0,1,1,0,0.6166,2.7322,0.3314,0.4864,0.0776,0.3415,0.0581,0.0038
103282,3281,user_103282,human,0,2019-01-09,"Berlin, Germany",1818,2596.0,269.0,641.0,86.0,0,1,1,1,0.7547,2.0645,0.74,0.3739,0.2302,0.2304,0.1558,0.0042
105227,5226,user_105227,bot,1,2023-07-05,"Seoul, South Korea",180,24.0,881.0,725.0,5.0,0,1,1,1,0.3437,99.5001,0.0036,0.8256,0.0525,0.4923,0.4215,0.7605
103398,3397,user_103398,human,0,2016-08-17,"Sydney, Australia",2693,425.0,102.0,1354.0,23.0,0,1,1,0,0.8207,3.3721,0.1667,0.5939,0.0063,0.1101,0.0858,0.035
103066,3065,user_103066,human,0,2018-07-19,"New York, USA",1992,378.0,1832.0,1992.0,7.0,0,1,1,1,0.312,2.9441,0.3886,0.2544,0.0335,0.2365,0.1634,0.0566
100767,766,user_100767,human,0,2019-02-17,"Sydney, Australia",1779,845.0,6.0,650.0,2.0,0,1,0,1,0.8838,2.3527,0.3371,0.2275,0.233,0.2146,0.1306,0.0823
107079,7078,user_107079,bot,1,2022-11-28,"Tokyo, Japan",399,60.0,69.0,3171.0,25.0,0,1,1,1,0.1882,57.066,0.0074,0.4024,0.0279,0.6884,0.8027,0.9651
105280,5279,user_105280,bot,1,2023-08-26,Unknown,128,28.0,1768.0,5849.0,29.0,0,0,0,1,0.2197,42.134,0.2753,0.6308,0.0391,0.3906,0.6495,0.8657
104150,4149,user_104150,human,0,2018-09-03,"Paris, France",1946,617.0,306.0,828.0,7.0,0,0,1,0,0.7469,1.4665,0.2013,0.338,0.2815,0.1327,0.1948,0.1551
101145,1144,user_101145,human,0,2019-05-11,Unknown,1696,801.0,1014.0,4358.0,20.0,0,1,1,0,0.4135,4.0257,0.4262,0.1689,0.013,0.2398,0.1508,0.001
104249,4248,user_104249,human,0,2018-04-07,"Berlin, Germany",2095,2427.0,439.0,170.0,13.0,0,1,0,0,0.8488,5.1118,0.2121,0.0396,0.0178,0.1293,0.3911,0.0162
104111,4110,user_104111,human,0,2017-03-11,"California, USA",2487,5282.0,95.0,585.0,0.0,0,1,1,0,0.596,3.1204,0.3969,0.134,0.2693,0.075,0.2492,0.0115
100463,462,user_100463,human,0,2020-03-22,"Dubai, UAE",1380,1694.0,107.0,1514.0,3.0,0,1,1,0,0.4972,3.2905,0.5299,0.6263,0.1785,0.3004,0.1897,0.1498
102933,2932,user_102933,human,0,2020-07-14,Unknown,1266,254.0,758.0,2370.0,7.0,0,1,1,0,0.8197,4.2551,0.1093,0.3141,0.0337,0.0198,0.0007,0.0046
104624,4623,user_104624,human,0,2017-10-21,"California, USA",2263,1258.0,92.0,2212.0,0.0,0,1,0,0,0.8903,3.1866,0.1633,0.1775,0.0591,0.1888,0.107,0.0313
103814,3813,user_103814,human,0,2018-11-30,"Paris, France",1858,923.0,177.0,373.0,5.0,0,1,1,0,0.7663,0.2064,0.0703,0.343,0.0651,0.0748,0.0254,0.0391
106309,6308,user_106309,bot,1,2023-02-15,Unknown,320,24.0,2645.0,3374.0,4.0,0,0,0,0,0.1941,36.3649,0.0403,0.6892,0.0286,0.6278,0.7958,0.7509
104342,4341,user_104342,human,0,2018-10-04,"Mumbai, India",1915,371.0,1014.0,105.0,6.0,0,1,1,0,0.7487,3.0087,0.2439,0.4686,0.0926,0.4548,0.1483,0.0
105301,5300,user_105301,bot,1,2022-07-21,"Mumbai, India",529,20.0,568.0,4244.0,61.0,0,0,0,0,0.3278,5.0,0.0019,0.1598,0.0216,0.8516,0.5567,0.7002
106805,6804,user_106805,bot,1,2022-02-06,"Mumbai, India",694,5.0,1341.0,778.0,21.0,0,1,0,0,0.0071,104.0369,0.0517,0.5909,0.0018,0.4535,0.418,0.8075
103283,3282,user_103283,human,0,2022-08-11,"Tokyo, Japan",508,1107.0,283.0,287.0,29.0,1,1,1,0,0.7107,4.6481,0.3001,0.3809,0.1173,0.024,0.5534,0.2789
102575,2574,user_102575,human,0,2014-10-08,Unknown,3372,109.0,608.0,2509.0,6.0,0,1,1,0,0.9088,0.2059,0.212,0.2108,0.2517,0.0329,0.2156,0.0807
107962,7961,user_107962,bot,1,2023-09-06,Unknown,117,36.0,2902.0,913.0,10.0,0,0,0,0,0.2688,39.0187,0.0412,0.9422,0.0016,0.7783,0.7404,0.7845
107880,7879,user_107880,bot,1,2022-12-25,"Dubai, UAE",372,138.0,152.0,296.0,0.0,0,0,1,1,0.3079,43.682,0.2188,0.4224,0.0003,0.5043,0.408,0.9567
100829,828,user_100829,human,0,2019-10-07,Unknown,1547,420.0,126.0,9846.0,17.0,0,1,1,0,0.5822,0.8222,0.4934,0.4606,0.0651,0.0837,0.0383,0.0008
106487,6486,user_106487,bot,1,2023-10-11,"Sao Paulo, Brazil",82,5.0,702.0,1057.0,38.0,0,0,1,1,0.313,47.552,0.017,0.7216,0.0001,0.6357,0.2925,0.7364
107600,7599,user_107600,bot,1,2022-10-22,Unknown,436,63.0,3861.0,651.0,1.0,0,0,0,1,0.4851,45.8603,0.135,0.7614,0.0114,0.786,0.7583,0.81
102541,2540,user_102541,human,0,2020-03-28,"Seoul, South Korea",1374,824.0,87.0,2334.0,199.0,0,1,0,0,0.8039,4.2424,0.1835,0.5285,0.4552,0.2375,0.4825,0.0033
105747,5746,user_105747,bot,1,2023-02-06,"Paris, France",329,75.0,921.0,43401.720000000016,34.0,0,1,0,0,0.1372,47.5167,0.0158,0.9076,0.2131,0.7793,0.8733,0.6539
108527,8526,user_108527,suspicious,2,2020-06-11,"London, UK",1299,266.0,7347.0,6.0,59.0,0,1,0,1,0.4266,30.7779,0.2515,0.4339,0.1784,0.7596,0.727,0.3759
109567,9566,user_109567,suspicious,2,2020-01-19,Unknown,1443,356.0,1687.0,103.0,28.0,0,0,0,1,0.3555,24.0422,0.5901,0.6497,0.2087,0.4531,0.5091,0.3006
103743,3742,user_103743,human,0,2018-07-18,"New York, USA",1993,402.0,101.0,2665.0,7.0,0,1,1,0,0.7718,1.8478,0.1879,0.3497,0.1212,0.4643,0.0773,0.1235
107499,7498,user_107499,bot,1,2023-10-12,"New York, USA",81,89.0,240.0,361.0,12.0,0,0,0,1,0.3443,59.141,0.0875,0.8788,0.0504,0.6714,0.4902,0.8535
103525,3524,user_103525,human,0,2020-01-12,"New York, USA",1450,24.0,102.0,1564.0,11.0,0,1,1,1,0.8198,3.244,0.4295,0.0598,0.2742,0.1814,0.3495,0.094
100021,20,user_100021,human,0,2016-08-31,"New York, USA",2679,302.0,1562.0,1733.0,94.0,0,1,1,1,0.5121,6.4839,0.3534,0.375,0.4599,0.3298,0.4506,0.018
101916,1915,user_101916,human,0,2019-12-19,"Mumbai, India",1474,47.0,334.0,346.0,1.0,0,1,0,0,0.6806,4.2954,0.1856,0.3456,0.2439,0.1456,0.3006,0.0012
106572,6571,user_106572,bot,1,2022-02-24,Unknown,676,0.0,8864.0,5918.0,3.0,0,0,0,1,0.0903,99.8705,0.0086,0.573,0.019,0.3413,0.5285,0.8345
109019,9018,user_109019,suspicious,2,2019-08-18,"Dubai, UAE",1597,232.0,1188.0,4100.0,13.0,0,1,0,1,0.7071,8.9393,0.149,0.8207,0.0194,0.7304,0.6944,0.3019
102013,2012,user_102013,human,0,2020-05-03,"Berlin, Germany",1338,1223.0,112.0,649.0,144.0,0,1,0,0,0.7137,0.8358,0.0872,0.2513,0.2911,0.2993,0.2163,0.1679
105406,5405,user_105406,bot,1,2022-02-10,"Paris, France",690,297.0,530.0,1823.0,23.0,0,0,1,1,0.326,57.1637,0.0591,0.7698,0.0029,0.6109,0.8597,0.7126
101296,1295,user_101296,human,0,2019-03-28,Unknown,1740,914.0,55.0,5090.0,4.0,0,1,1,1,0.9335,3.4286,0.277,0.2249,0.0783,0.3955,0.533,0.024
103746,3745,user_103746,human,0,2019-05-16,"Tokyo, Japan",1691,116.0,119.0,255.0,7.0,0,1,1,0,0.619,2.5223,0.2564,0.3881,0.1256,0.2851,0.3434,0.0002
100592,591,user_100592,human,0,2019-11-10,Unknown,1513,225.0,156.0,487.0,24.0,0,1,0,0,0.5225,0.1,0.7302,0.3875,0.0139,0.1136,0.0951,0.004
101407,1406,user_101407,human,0,2021-05-30,"Mumbai, India",946,291.0,97.0,106.0,0.0,0,1,0,0,0.5951,2.9094,0.059,0.3192,0.2373,0.0818,0.5632,0.0181
100222,221,user_100222,human,0,2022-02-21,"Mumbai, India",679,337.0,192.0,4024.0,5.0,0,1,1,0,0.5713,2.0688,0.5086,0.1378,0.0642,0.09,0.0789,0.0549
105618,5617,user_105618,bot,1,2022-06-08,"Tokyo, Japan",572,3.0,672.0,226.0,0.0,0,0,0,1,0.0144,53.9439,0.0723,0.714,0.0618,0.79,0.8364,0.917
106249,6248,user_106249,bot,1,2023-04-24,"Paris, France",252,30.0,533.0,3668.0,7.0,0,0,0,1,0.2622,25.3184,0.1218,0.6843,0.0021,0.647,0.3222,0.8127
104419,4418,user_104419,human,0,2019-08-26,"London, UK",1589,388.0,784.0,1173.0,6.0,0,1,1,0,0.3579,1.4764,0.4691,0.2768,0.1006,0.1683,0.023,0.0251
100859,858,user_100859,human,0,2019-12-25,"Tokyo, Japan",1468,210.0,807.0,9571.0,27.0,1,1,1,0,0.8518,2.1881,0.4384,0.0195,0.0685,0.5786,0.158,0.1509
101784,1783,user_101784,human,0,2017-10-28,"Sydney, Australia",2256,221.0,144.0,1586.0,3.0,0,1,1,0,0.7068,1.9181,0.5262,0.2122,0.1135,0.0715,0.3351,0.0337
107260,7259,user_107260,bot,1,2023-07-03,"Sydney, Australia",182,1.0,1791.0,157.0,1.0,0,0,0,0,0.0909,90.0557,0.0366,0.6113,0.0002,0.6044,0.8245,0.9699
106857,6856,user_106857,bot,1,2023-07-07,"Seoul, South Korea",178,23.0,3834.0,8987.0,15.0,0,0,0,1,0.4366,105.76131200000005,0.3265,0.8815,0.0113,0.6151,0.779,0.3974
101955,1954,user_101955,human,0,2020-01-20,"Dubai, UAE",1442,73.0,90.0,2268.0,8.0,0,1,1,1,0.3195,2.8736,0.2374,0.2583,0.0883,0.0439,0.0456,0.012
101747,1746,user_101747,human,0,2017-06-21,"Dubai, UAE",2385,78.0,404.0,3522.0,0.0,0,0,0,0,0.9354,1.591,0.3531,0.4157,0.0009,0.0943,0.3205,0.0098
103133,3132,user_103133,human,0,2021-12-01,"Mumbai, India",761,503.0,413.0,34572.0,0.0,0,1,1,1,0.8543,0.1,0.4591,0.2272,0.1691,0.1276,0.3914,0.228
108037,8036,user_108037,bot,1,2022-07-31,Unknown,519,254.0,599.0,43401.720000000016,210.02000000000044,0,0,0,1,0.2187,32.7101,0.0405,0.7651,0.2197,0.8778,0.7173,0.8762
108851,8850,user_108851,suspicious,2,2021-05-15,"Toronto, Canada",961,23.0,316.0,168.0,13.0,0,1,0,1,0.1699,37.0268,0.2156,0.3902,0.1315,0.6133,0.302,0.9044
100995,994,user_100995,human,0,2020-09-19,"Sydney, Australia",1199,1206.0,50.0,442.0,22.0,0,1,1,0,0.8043,1.1442,0.3203,0.6953,0.0917,0.4468,0.2595,0.1021
106109,6108,user_106109,bot,1,2023-10-16,"London, UK",77,295.0,1716.0,172.0,8.0,0,0,0,1,0.1092,21.3859,0.006,0.9199,0.0134,0.6537,0.686,0.5144
100731,730,user_100731,human,0,2018-10-02,"Toronto, Canada",1917,265.0,37.0,12.0,2.0,0,0,1,0,0.7208,1.0682,0.4529,0.4271,0.0359,0.29,0.1,0.1239
106975,6974,user_106975,bot,1,2023-12-31,Unknown,1,20.0,423.0,5701.0,5.0,0,0,0,1,0.0475,18.8602,0.1113,0.754,0.0094,0.6642,0.4268,0.8079
106274,6273,user_106274,bot,1,2023-01-25,"Sao Paulo, Brazil",341,17.0,187.0,3074.0,1.0,0,0,0,0,0.2727,66.5845,0.0304,0.5971,0.0816,0.8194,0.2442,0.8035
106752,6751,user_106752,bot,1,2022-05-27,Unknown,584,75.0,1231.0,12948.0,49.0,0,0,1,1,0.0149,34.1926,0.2516,0.8267,0.2316,0.7175,0.6159,0.6
103510,3509,user_103510,human,0,2019-12-14,"Paris, France",1479,804.0,1810.0,375.0,2.0,0,0,1,0,0.5983,3.504,0.1356,0.6218,0.3721,0.3983,0.0495,0.1656
103534,3533,user_103534,human,0,2021-02-09,"Tokyo, Japan",1056,2630.0,1045.0,123.0,60.0,0,1,1,1,0.716,3.8885,0.1486,0.0638,0.0076,0.3663,0.2123,0.025
102514,2513,user_102514,human,0,2019-06-29,"Mumbai, India",1647,164.0,669.0,1383.0,5.0,0,1,0,0,0.7677,2.6594,0.0993,0.2832,0.1102,0.1955,0.0453,0.2621
105437,5436,user_105437,bot,1,2022-12-28,"Tokyo, Japan",369,145.0,7270.0,11831.0,2.0,0,0,1,0,0.1342,25.4124,0.1757,0.5358,0.0026,0.8819,0.357,0.7492
103626,3625,user_103626,human,0,2020-08-18,"London, UK",1231,453.0,1294.0,51.0,0.0,0,1,1,0,0.8838,3.0651,0.0743,0.2956,0.1608,0.0984,0.2375,0.0094
100466,465,user_100466,human,0,2019-06-09,Unknown,1667,319.0,104.0,5688.0,6.0,0,1,1,0,0.7697,0.7375,0.0061,0.2131,0.2079,0.4576,0.0914,0.0159
106756,6755,user_106756,bot,1,2022-03-10,"Sao Paulo, Brazil",662,2.0,678.0,690.0,7.0,0,1,0,1,0.3329,53.8924,0.0389,0.7879,0.0244,0.2962,0.3921,0.6025
106760,6759,user_106760,bot,1,2022-08-26,Unknown,493,20.0,634.0,53.0,20.0,0,0,0,1,0.046,81.4929,0.0983,0.4904,0.1286,0.6502,0.554,0.8604
107992,7991,user_107992,bot,1,2023-12-31,"Tokyo, Japan",1,663.0,968.0,43401.720000000016,0.0,0,1,0,1,0.1638,41.6006,0.0158,0.4661,0.071,0.9081,0.364,0.595
100158,157,user_100158,human,0,2018-04-18,"Dubai, UAE",2084,7509.240000000005,115.0,2322.0,12.0,0,1,1,0,0.4814,0.5705,0.5349,0.2818,0.2238,0.4411,0.3037,0.0111
103961,3960,user_103961,human,0,2020-04-10,"London, UK",1361,658.0,109.0,511.0,17.0,0,1,0,0,0.8628,2.9564,0.1893,0.2965,0.3336,0.5516,0.1829,0.0245
108833,8832,user_108833,suspicious,2,2020-12-06,"Sydney, Australia",1121,85.0,351.0,2507.0,7.0,0,1,0,1,0.2083,16.6015,0.0337,0.4489,0.005,0.7003,0.2464,0.4182
105471,5470,user_105471,bot,1,2022-03-22,"Sydney, Australia",650,10.0,618.0,536.0,67.0,0,0,0,1,0.1156,53.2605,0.052,0.2479,0.0862,0.8418,0.7772,0.8863
100186,185,user_100186,human,0,2017-11-25,Unknown,2228,17.0,5000.0,462.0,0.0,0,1,1,1,0.7247,3.881,0.2725,0.3454,0.0119,0.4612,0.3511,0.0316
101003,1002,user_101003,human,0,2018-12-23,"Toronto, Canada",1835,80.0,927.0,185.0,15.0,0,1,1,0,0.7521,1.9374,0.0964,0.282,0.1768,0.1501,0.2091,0.0565
109509,9508,user_109509,suspicious,2,2021-12-20,Unknown,742,55.0,1510.0,2431.0,15.0,0,1,0,1,0.4221,30.8841,0.0171,0.4557,0.1548,0.3959,0.8194,0.68
105624,5623,user_105624,bot,1,2020-12-22,"London, UK",1105,7.0,1154.0,1649.0,7.0,0,0,0,0,0.1572,59.0925,0.0645,0.6254,0.0309,0.3892,0.4967,0.648
100401,400,user_100401,human,0,2021-09-10,Unknown,843,55.0,226.0,794.0,3.0,0,1,0,0,0.7802,1.5383,0.2643,0.065,0.0057,0.0797,0.1956,0.0022
106241,6240,user_106241,bot,1,2023-08-12,"Sao Paulo, Brazil",142,5.0,266.0,24374.0,7.0,0,0,0,1,0.141,35.6318,0.0943,0.4363,0.0024,0.9167,0.8109,0.6878
108941,8940,user_108941,suspicious,2,2021-11-07,"Mumbai, India",785,5.0,152.0,2357.0,16.0,0,1,0,0,0.7959,9.2175,0.0194,0.3453,0.2997,0.3618,0.6169,0.2599
109933,9932,user_109933,suspicious,2,2021-10-03,Unknown,820,67.0,416.0,1611.0,125.0,0,0,1,0,0.2854,21.6714,0.3392,0.728,0.1953,0.3506,0.7082,0.3459
107343,7342,user_107343,bot,1,2022-05-17,"Paris, France",594,7.0,1147.0,5298.0,3.0,0,0,0,1,0.0504,31.9366,0.0949,0.8349,0.1841,0.8625,0.8899,0.8544
109833,9832,user_109833,suspicious,2,2021-12-28,Unknown,734,513.0,659.0,2472.0,4.0,0,1,0,1,0.5535,2.0,0.0877,0.7273,0.1595,0.409,0.7922,0.5734
108467,8466,user_108467,bot,1,2022-12-21,"Sao Paulo, Brazil",376,113.0,1716.0,511.0,37.0,0,1,1,1,0.1789,34.7755,0.0027,0.8715,0.2036,0.9783,0.8481,0.5732
108757,8756,user_108757,suspicious,2,2021-05-12,Unknown,964,30.0,156.0,4651.0,2.0,0,1,0,1,0.4273,36.1713,0.1227,0.7502,0.0302,0.9518,0.5813,0.4338
107959,7958,user_107959,bot,1,2023-10-17,"Toronto, Canada",76,52.0,6037.0,1070.0,7.0,0,0,0,1,0.509,59.7423,0.0443,0.1448,0.027,0.7177,0.5876,0.9303
101251,1250,user_101251,human,0,2018-07-13,"Tokyo, Japan",1998,140.0,1141.0,675.0,0.0,0,1,0,0,0.6315,3.7178,0.5115,0.6074,0.1603,0.0893,0.0939,0.0145
103144,3143,user_103144,human,0,2020-01-24,Unknown,1438,164.0,249.0,661.0,6.0,0,1,1,0,0.8405,4.7727,0.1239,0.2278,0.0355,0.1553,0.4822,0.2287
107431,7430,user_107431,bot,1,2023-01-02,"California, USA",364,231.0,1303.0,143.0,17.0,0,0,0,0,0.0093,20.1867,0.0358,0.4601,0.0008,0.7523,0.5048,0.8405
100060,59,user_100060,human,0,2017-06-21,"Sydney, Australia",2385,174.0,43.0,179.0,19.0,0,1,1,0,0.7642,0.1,0.3362,0.2778,0.1546,0.7777,0.2042,0.0223
107856,7855,user_107856,bot,1,2022-11-08,Unknown,419,179.0,340.0,43401.720000000016,13.0,0,0,0,0,0.1324,67.9111,0.0052,0.4725,0.0027,0.8322,0.6742,0.672
101114,1113,user_101114,human,0,2018-04-05,"Sao Paulo, Brazil",2097,89.0,154.0,570.0,7.0,0,1,1,0,0.7415,2.7188,0.1137,0.1677,0.3329,0.0658,0.2214,0.2072
103058,3057,user_103058,human,0,2018-09-27,"Paris, France",1922,214.0,66.0,113.0,3.0,0,1,1,0,0.664,0.3539,0.3676,0.0101,0.0273,0.1294,0.324,0.0095
109570,9569,user_109570,suspicious,2,2020-07-01,"California, USA",1279,84.0,2011.0,1209.0,11.0,0,0,0,0,0.3486,13.5076,0.0631,0.5979,0.084,0.8241,0.8958,0.5882
101329,1328,user_101329,human,0,2021-01-22,"Toronto, Canada",1074,2665.0,94.0,448.0,32.0,0,1,0,1,0.6929,0.1,0.7426,0.1155,0.1416,0.0577,0.0839,0.1062
104996,4995,user_104996,human,0,2019-02-26,Unknown,1770,2325.0,82.0,1144.0,7.0,0,0,1,0,0.881,1.4098,0.4415,0.0911,0.3053,0.6832,0.0634,0.1031
106683,6682,user_106683,bot,1,2023-12-24,Unknown,8,1.0,974.0,3171.0,210.02000000000044,0,0,1,1,0.1828,41.2839,0.0705,0.7717,0.0245,0.7051,0.7044,0.7157
102073,2072,user_102073,human,0,2018-12-05,"Seoul, South Korea",1853,42.0,348.0,2368.0,26.0,0,1,1,1,0.9602,5.082,0.0515,0.3108,0.1434,0.017,0.052,0.0742
104794,4793,user_104794,human,0,2018-08-22,"Mumbai, India",1958,78.0,39.0,723.0,82.0,0,0,1,0,0.6478,2.2001,0.1416,0.5703,0.0452,0.1251,0.1827,0.0256
106830,6829,user_106830,bot,1,2023-05-15,"London, UK",231,4.0,328.0,4406.0,7.0,0,0,0,1,0.2387,76.1245,0.0195,0.8891,0.0051,0.8255,0.7452,0.756
109630,9629,user_109630,suspicious,2,2022-01-12,Unknown,719,270.0,333.0,5964.0,3.0,0,1,1,0,0.2476,19.2363,0.2185,0.4747,0.0035,0.7757,0.2792,0.3506
108219,8218,user_108219,bot,1,2023-05-05,"Toronto, Canada",241,264.0,268.0,392.0,36.0,0,0,0,1,0.0284,32.1556,0.1132,0.3117,0.1095,0.5363,0.4409,0.9402
107568,7567,user_107568,bot,1,2023-11-28,"New York, USA",34,190.0,48.0,2486.0,1.0,0,0,0,1,0.7089,9.2393,0.1024,0.4374,0.0598,0.8593,0.5615,0.7741
105923,5922,user_105923,bot,1,2022-03-17,"Seoul, South Korea",655,6.0,3002.0,21377.0,5.0,0,0,0,1,0.0608,62.6586,0.0358,0.801,0.0003,0.6368,0.6958,0.7597
101551,1550,user_101551,human,0,2019-03-29,Unknown,1739,322.0,1100.0,3958.0,62.0,0,1,1,0,0.6996,1.9867,0.1595,0.2191,0.2986,0.5657,0.5136,0.0035
