user_id,screen_name,account_type,label,created_at,account_age_days,followers_count,following_count,post_count,verified,posts_per_day,reply_ratio,retweet_ratio,mention_ratio,url_ratio,hashtag_ratio,duplicate_content_ratio,has_profile_image,has_description,default_profile,profile_completeness,location,listed_count
102349,user_102349,human,0,2017-12-07,2216,85,111,2182,0,2.7963,0.0387,0.1386,0.0573,0.0705,0.4884,0.0224,1,0,0,0.4729,"New York, USA",89.0
102037,user_102037,human,0,2018-06-06,2035,31,178,934,0,2.8952,0.0679,0.4787,0.0277,0.0069,0.2091,0.0073,1,0,0,0.6849,"Berlin, Germany",8.0
107485,user_107485,bot,1,2023-07-02,183,12,622,296,0,45.3642,0.037,0.5097,0.0232,0.6508,0.903,0.9718,0,0,1,0.3951,"Dubai, UAE",7.0
106007,user_106007,bot,1,2022-09-20,468,6,2439,7245,0,9.1682,0.0269,0.4466,0.0163,0.6714,0.5431,0.9231,0,0,0,0.178,"New York, USA",18.0
104554,user_104554,human,0,2020-08-29,1220,235,687,282,0,2.4072,0.3265,0.222,0.161,0.1445,0.191,0.0084,1,1,0,0.8728,,6.0
108073,user_108073,bot,1,2022-12-17,380,78,1181,273,0,43.1706,0.0198,0.6337,0.002,0.5881,0.5458,0.9128,0,0,0,0.1213,"Seoul, South Korea",5.0
101459,user_101459,human,0,2016-12-15,2573,115,100,673,0,1.5476,0.5624,0.5486,0.1244,0.6115,0.3525,0.0009,1,1,0,0.4656,,2.0
103289,user_103289,human,0,2020-02-08,1423,127,110,171,0,3.0346,0.0766,0.2598,0.0936,0.2228,0.3375,0.0079,1,1,0,0.7659,"Sao Paulo, Brazil",
103065,user_103065,human,0,2021-07-24,891,88,264,2639,0,5.448,0.1849,0.2477,0.3249,0.0207,0.2669,0.1178,0,1,0,0.3831,,35.0
109437,user_109437,suspicious,2,2022-03-25,647,6,2832,7184,0,50.4907,0.1992,0.6186,0.2031,0.8002,0.1502,0.4181,0,1,0,0.1549,"Tokyo, Japan",8.0
100775,user_100775,human,0,2018-01-19,2173,524,2678,4141,0,0.1,0.5508,0.2903,0.001,0.4811,0.0551,0.0939,1,1,0,0.8661,"Mumbai, India",11.0
106833,user_106833,bot,1,2021-12-18,744,40,4150,563,0,83.944,0.0273,0.5133,0.0699,0.7179,0.5117,0.8072,0,0,1,0.1287,"Seoul, South Korea",0.0
100872,user_100872,human,0,2020-05-20,1321,451,343,1183,0,3.8398,0.0202,0.2446,0.1055,0.3242,0.285,0.0136,1,1,0,0.7754,"Paris, France",4.0
108750,user_108750,suspicious,2,2021-10-11,812,277,3253,1267,0,49.4523,0.2036,0.6211,0.1412,0.1422,0.7577,0.6104,0,0,1,0.2467,"Berlin, Germany",16.0
101264,user_101264,human,0,2020-08-02,1247,524,47,592,0,0.457,0.2017,0.0671,0.2322,0.1468,0.2074,0.0335,1,1,0,0.7868,,
104834,user_104834,human,0,2018-01-21,2171,194,433,470,0,4.4948,0.0403,0.0508,0.0458,0.6995,0.0627,0.0,1,1,0,0.713,"Sydney, Australia",0.0
103895,user_103895,human,0,2019-09-20,1564,61,427,311,0,2.0317,0.3385,0.2535,0.5439,0.5897,0.4784,0.0146,1,1,0,0.7331,,1.0
106324,user_106324,bot,1,2023-05-20,226,79,30000,319,0,71.7874,0.1372,0.8363,0.0151,0.7279,0.2115,0.871,0,0,1,0.1964,"Toronto, Canada",2.0
109213,user_109213,suspicious,2,2023-06-12,203,35,1950,784,0,5.6512,0.0817,0.8072,0.0165,0.6772,0.6756,0.2399,1,1,0,0.5805,,14.0
107020,user_107020,bot,1,2023-08-12,142,5,16873,4114,0,34.4621,0.0527,0.5327,0.0002,0.5345,0.4573,0.8283,0,0,1,0.0569,"Sydney, Australia",3.0
101221,user_101221,human,0,2021-01-09,1087,1996,80,696,0,3.5664,0.128,0.1162,0.1808,0.0626,0.0312,0.0539,1,0,0,0.8785,"Tokyo, Japan",6.0
101447,user_101447,human,0,2019-12-11,1482,104,153,1404,0,5.1089,0.2008,0.2028,0.0354,0.2799,0.2139,0.0007,1,1,0,0.8199,,0.0
103185,user_103185,human,0,2020-05-10,1331,358,145,454,1,3.6809,0.3529,0.5641,0.0495,0.2917,0.3482,0.0119,1,1,0,0.7701,,10.0
100409,user_100409,human,0,2018-11-16,1872,242,978,540,0,5.5132,0.4351,0.0306,0.1258,0.0473,0.1712,0.0083,1,1,0,0.7492,,9.0
104345,user_104345,human,0,2020-02-24,1407,346,56,2709,0,2.0817,0.063,0.0661,0.4595,0.6263,0.1384,0.0227,1,1,0,0.6146,"California, USA",24.0
103022,user_103022,human,0,2019-11-01,1522,141,825,12862,0,0.1,0.1452,0.2017,0.0799,0.0453,0.2607,0.0397,1,0,0,0.9311,"Dubai, UAE",4.0
102304,user_102304,human,0,2018-08-30,1950,549,397,74,0,4.2217,0.1044,0.4466,0.1713,0.6087,0.5366,0.0585,1,1,0,0.4393,,13.0
106272,user_106272,bot,1,2022-10-03,455,96,262,1461,0,40.3793,0.0124,0.3682,0.0007,0.7298,0.8244,0.8903,1,0,0,0.1766,,2.0
108281,user_108281,bot,1,2023-01-21,345,147,2339,9613,0,45.0639,0.0175,0.7284,0.0095,0.5111,0.5433,0.833,0,1,0,0.0234,"Tokyo, Japan",98.0
106642,user_106642,bot,1,2023-07-16,169,51,1840,649,0,72.3693,0.0445,0.9539,0.1365,0.4779,0.3284,0.4948,0,0,1,0.2929,"New York, USA",10.0
106956,user_106956,bot,1,2023-05-05,241,264,5245,2898,0,37.2956,0.0037,0.7691,0.1906,0.8124,0.8908,0.6545,0,0,0,0.13,"Dubai, UAE",0.0
102110,user_102110,human,0,2018-01-31,2161,561,165,32,0,4.6909,0.1368,0.27,0.0785,0.0277,0.0972,0.0119,1,1,0,0.8221,,16.0
105352,user_105352,bot,1,2022-05-06,605,117,247,7060,0,5.0,0.1958,0.6158,0.0362,0.7174,0.9293,0.9631,0,0,1,0.3017,"London, UK",2.0
109684,user_109684,suspicious,2,2022-03-09,663,354,369,286,0,19.0405,0.3236,0.5772,0.1089,0.3988,0.3573,0.7953,1,1,0,0.6423,"Paris, France",
108344,user_108344,bot,1,2023-11-01,61,11,49,7638,0,67.0127,0.0312,0.8754,0.0002,0.6261,0.7696,0.906,0,0,1,0.2419,"London, UK",0.0
104550,user_104550,human,0,2019-06-15,1661,15,136,1007,0,2.8485,0.0871,0.4376,0.105,0.0758,0.1136,0.0158,0,0,0,0.5667,,0.0
101881,user_101881,human,0,2017-06-28,2378,437,270,172,0,2.4626,0.5007,0.4809,0.0528,0.2314,0.2556,0.1694,1,0,0,0.4238,,45.0
105946,user_105946,bot,1,2022-01-04,727,188,1245,242,0,29.8726,0.2334,0.8743,0.0008,0.5315,0.6262,0.8931,1,1,0,0.2789,"Toronto, Canada",1.0
101738,user_101738,human,0,2020-10-29,1159,543,2549,185,0,3.3991,0.1523,0.1302,0.0188,0.4573,0.1784,0.0109,1,0,0,0.6271,"Tokyo, Japan",1.0
107794,user_107794,bot,1,2023-12-31,1,67,181,617,0,71.1515,0.0011,0.5875,0.0003,0.6889,0.5404,0.6512,0,1,0,0.1052,"Dubai, UAE",63.0
105213,user_105213,bot,1,2022-01-07,724,4,1396,25661,0,58.2472,0.0611,0.6922,0.0001,0.8381,0.646,0.9647,0,0,1,0.3496,,66.0
103209,user_103209,human,0,2017-08-05,2340,65,290,460,0,1.8533,0.1407,0.5824,0.1812,0.1776,0.1456,0.0454,1,0,0,0.6103,"Seoul, South Korea",
107083,user_107083,bot,1,2022-03-04,668,4,77,30,0,46.5389,0.0817,0.8013,0.0028,0.7994,0.5213,0.9168,1,1,1,0.0732,"New York, USA",5.0
102056,user_102056,human,0,2020-06-02,1308,24,326,10049,0,0.1,0.036,0.3795,0.1442,0.047,0.3803,0.0056,0,1,1,0.3935,"New York, USA",48.0
101689,user_101689,human,0,2018-08-11,1969,23,169,1102,0,1.252,0.0515,0.3764,0.1269,0.1912,0.2339,0.0246,1,1,0,0.7484,,32.0
104780,user_104780,human,0,2023-10-03,90,574,135,751,0,3.0718,0.3511,0.226,0.3526,0.0653,0.1058,0.0262,1,0,0,0.9019,"Dubai, UAE",
107476,user_107476,bot,1,2023-03-12,295,517,1035,519,0,80.5576,0.1087,0.6237,0.0386,0.802,0.8342,0.8012,0,0,1,0.0333,"Seoul, South Korea",41.0
107877,user_107877,bot,1,2022-11-07,420,5,932,478,0,77.5168,0.0667,0.6872,0.0078,0.5059,0.7344,0.7329,0,0,1,0.229,"Sao Paulo, Brazil",12.0
106750,user_106750,bot,1,2022-12-14,383,0,632,2117,0,50.9922,0.2794,0.3658,0.0018,0.5974,0.4905,0.7621,1,0,0,0.4471,"Sydney, Australia",204.0
108556,user_108556,suspicious,2,2020-11-05,1152,139,570,2271,0,11.3937,0.1143,0.6404,0.0574,0.4567,0.6101,0.297,1,0,0,0.3766,"Sao Paulo, Brazil",15.0
108123,user_108123,bot,1,2021-12-24,738,1,125,4383,0,65.1513,0.0091,0.8661,0.0034,0.8486,0.7779,0.5399,0,0,1,0.1048,"New York, USA",35.0
106991,user_106991,bot,1,2023-02-17,318,57,2066,3343,0,26.2679,0.0162,0.6904,0.0005,0.2599,0.8022,0.5806,0,0,1,0.2998,"Dubai, UAE",3.0
108267,user_108267,bot,1,2023-12-31,1,594,405,8079,0,5.0,0.11,0.504,0.0174,0.6576,0.7595,0.8385,0,1,1,0.1174,"Dubai, UAE",13.0
108540,user_108540,suspicious,2,2022-09-16,472,4,749,9626,0,6.939,0.0854,0.6115,0.1056,0.6664,0.5845,0.4359,0,1,0,0.4896,"Sydney, Australia",3.0
103393,user_103393,human,0,2019-03-13,1755,3502,422,70,0,1.4593,0.3477,0.4034,0.0072,0.7764,0.0666,0.0792,1,0,0,0.6518,"Seoul, South Korea",30.0
106326,user_106326,bot,1,2022-07-21,529,46,4209,21,0,53.632,0.0637,0.769,0.0389,0.8343,0.6993,0.6206,1,0,1,0.6858,,29.0
103529,user_103529,human,0,2022-01-31,700,1503,2074,61,0,1.7095,0.3993,0.2713,0.0341,0.1124,0.5729,0.0449,1,1,0,0.6642,,31.0
104605,user_104605,human,0,2020-11-13,1144,1194,18,554,0,2.3248,0.3773,0.0125,0.0193,0.3029,0.29,0.0002,0,1,0,0.6735,"Paris, France",34.0
107024,user_107024,bot,1,2023-12-31,1,3,297,6373,0,68.8922,0.0034,0.7506,0.018,0.5869,0.4925,0.8015,0,0,1,0.3786,,2.0
106322,user_106322,bot,1,2023-12-31,1,109,8309,7712,0,5.0,0.0229,0.6696,0.2207,0.7134,0.736,0.919,0,0,1,0.5845,,40.0
100746,user_100746,human,0,2020-04-07,1364,572,224,2470,0,0.2206,0.2565,0.1923,0.0061,0.0637,0.1746,0.0279,1,1,0,0.6345,"Dubai, UAE",9.0
100711,user_100711,human,0,2018-09-23,1926,376,1001,6171,0,0.1,0.7864,0.0454,0.0173,0.2147,0.0996,0.0424,1,0,0,0.6654,"Seoul, South Korea",17.0
100380,user_100380,human,0,2020-05-26,1315,143,205,136,0,2.9424,0.3898,0.2569,0.0507,0.2099,0.1525,0.0717,1,1,0,0.8739,,10.0
108783,user_108783,suspicious,2,2020-05-20,1321,4,1488,2094,0,2.0,0.0875,0.2799,0.1286,0.8728,0.5171,0.515,1,0,1,0.1574,"Paris, France",
103012,user_103012,human,0,2016-11-23,2595,630,73,6460,0,0.9462,0.2979,0.4211,0.0261,0.0556,0.1935,0.0086,1,1,0,0.5523,"Dubai, UAE",
108859,user_108859,suspicious,2,2021-01-13,1083,544,8990,1009,0,14.9695,0.0484,0.2188,0.3337,0.6763,0.7881,0.4747,0,1,0,0.3906,"Paris, France",8.0
107153,user_107153,bot,1,2022-10-19,439,2,1504,1457,0,67.5625,0.0416,0.778,0.0277,0.7839,0.3567,0.9023,0,0,1,0.2777,"Paris, France",6.0
108567,user_108567,suspicious,2,2023-05-10,236,28,37,81846,0,25.2075,0.2538,0.6837,0.3745,0.4958,0.5381,0.2182,1,0,0,0.7807,"Paris, France",0.0
103498,user_103498,human,0,2019-02-25,1771,2025,1145,868,0,2.8036,0.4775,0.3646,0.0462,0.0748,0.0579,0.0411,1,1,0,0.2742,"Sao Paulo, Brazil",5.0
103890,user_103890,human,0,2017-09-05,2309,222,140,10151,0,0.1,0.4112,0.0146,0.1681,0.4664,0.4018,0.036,1,1,0,0.791,"Tokyo, Japan",
104485,user_104485,human,0,2019-02-17,1779,35,354,2202,0,3.7963,0.3239,0.1574,0.3455,0.5693,0.5251,0.0299,1,1,0,0.7223,"Mumbai, India",58.0
104012,user_104012,human,0,2021-05-20,956,47,2448,460,0,3.0939,0.4286,0.1104,0.0247,0.2278,0.2051,0.119,1,0,0,0.6362,"London, UK",6.0
102620,user_102620,human,0,2016-09-06,2673,596,327,30957,0,3.2936,0.1991,0.2258,0.1199,0.3913,0.3117,0.0086,1,0,0,0.6021,"Seoul, South Korea",11.0
106671,user_106671,bot,1,2023-12-31,1,54,267,41916,0,5.0,0.5656,0.4787,0.0531,0.8176,0.6279,0.7255,0,1,1,0.1472,"Sao Paulo, Brazil",6.0
106513,user_106513,bot,1,2022-10-18,440,474,1518,616,0,5.0,0.2363,0.6067,0.0401,0.397,0.5985,0.9505,1,1,0,0.0411,"London, UK",8.0
103468,user_103468,human,0,2018-11-09,1879,2703,262,365,0,6.265,0.3077,0.6406,0.0403,0.4445,0.1535,0.0078,1,0,0,0.6407,"Dubai, UAE",1.0
101314,user_101314,human,0,2018-02-27,2134,822,50,762,0,1.2551,0.1767,0.2998,0.3739,0.6315,0.0403,0.0054,1,1,0,0.8346,"Seoul, South Korea",2.0
108606,user_108606,suspicious,2,2022-11-29,398,712,411,129,0,30.7514,0.1045,0.661,0.1775,0.2706,0.3843,0.7946,0,0,0,0.3019,,1.0
102070,user_102070,human,0,2017-07-21,2355,14,1450,85,0,2.2746,0.1704,0.3657,0.4686,0.1989,0.1725,0.0,1,0,0,0.8939,"Tokyo, Japan",5.0
102983,user_102983,human,0,2017-11-14,2239,296,82,985,0,0.9426,0.451,0.0102,0.0399,0.5016,0.1864,0.0021,0,0,0,0.6846,,9.0
105915,user_105915,bot,1,2023-07-09,176,40,237,200000,0,50.4437,0.1683,0.8468,0.0167,0.6389,0.5571,0.9249,1,0,1,0.0257,"Tokyo, Japan",12.0
109171,user_109171,suspicious,2,2021-05-21,955,5,350,2312,0,40.1463,0.053,0.4711,0.2937,0.7691,0.7492,0.7178,0,1,1,0.4457,"California, USA",68.0
101286,user_101286,human,0,2021-04-05,1001,131,101,135,0,2.3904,0.06,0.2363,0.3556,0.551,0.0863,0.0232,1,1,0,0.6574,"Berlin, Germany",
108991,user_108991,suspicious,2,2021-11-20,772,77,100,878,0,12.3388,0.0344,0.4151,0.0483,0.5073,0.5934,0.4879,1,0,0,0.7938,"Toronto, Canada",1.0
108430,user_108430,bot,1,2023-02-09,326,300,428,2743,0,109.5536,0.0899,0.6444,0.1328,0.8508,0.3651,0.8861,1,0,1,0.3935,"Tokyo, Japan",
101350,user_101350,human,0,2019-06-11,1665,112,331,1633,0,0.169,0.0458,0.0784,0.023,0.521,0.0261,0.0042,1,1,0,0.6464,"Dubai, UAE",54.0
102612,user_102612,human,0,2020-12-10,1117,5,1812,213,0,3.1118,0.1501,0.2227,0.366,0.0947,0.1921,0.0603,0,1,0,0.7488,,8.0
109495,user_109495,suspicious,2,2020-12-16,1111,198,897,945,0,17.4406,0.1152,0.3055,0.0851,0.4863,0.8918,0.7587,0,1,1,0.3623,"Toronto, Canada",1.0
103669,user_103669,human,0,2019-04-23,1714,588,254,4003,0,3.7037,0.3841,0.6588,0.088,0.713,0.2341,0.045,0,1,0,0.7716,"Berlin, Germany",33.0
102222,user_102222,human,0,2020-02-20,1411,10,198,2731,0,2.8185,0.6443,0.8108,0.5509,0.0965,0.3725,0.0993,0,1,0,0.4909,"Dubai, UAE",0.0
100428,user_100428,human,0,2017-12-12,2211,320,133,650,0,2.2069,0.2338,0.3815,0.0454,0.1967,0.0359,0.0019,1,1,0,0.7456,,2.0
100654,user_100654,human,0,2020-11-21,1136,1794,33,1141,0,2.9277,0.3157,0.348,0.2365,0.297,0.027,0.0208,1,1,1,0.594,"Sao Paulo, Brazil",1.0
109914,user_109914,suspicious,2,2021-10-13,810,213,538,9043,0,14.4389,0.0467,0.3705,0.0221,0.1756,0.1741,0.7976,0,0,1,0.3709,,1568.0
103536,user_103536,human,0,2016-06-15,2756,958,723,1163,0,1.0433,0.4035,0.5991,0.4841,0.153,0.5371,0.1657,1,1,0,0.4112,"Berlin, Germany",3.0
107737,user_107737,bot,1,2023-09-04,119,263,2321,553,0,85.8769,0.1135,0.5136,0.0714,0.8326,0.966,0.6094,0,0,1,0.6648,"Sao Paulo, Brazil",11.0
103246,user_103246,human,0,2017-10-21,2263,43,93,1315,0,2.2805,0.3813,0.2661,0.0629,0.185,0.6276,0.0004,1,1,0,0.5776,"Paris, France",7.0
104741,user_104741,human,0,2018-03-22,2111,97,469,525,0,2.2096,0.1123,0.1127,0.4465,0.0135,0.3153,0.1255,0,0,0,0.643,"Paris, France",16.0
109069,user_109069,suspicious,2,2022-07-14,536,27,223,6371,0,19.8802,0.0247,0.6784,0.061,0.8665,0.3719,0.4403,0,1,1,0.7337,"Toronto, Canada",8.0
104100,user_104100,human,0,2018-12-15,1843,156,322,749,0,0.1,0.2439,0.1727,0.7279,0.5862,0.4657,0.0035,1,1,0,0.688,"London, UK",0.0
104101,user_104101,human,0,2021-07-16,899,198,18,2089,0,2.0713,0.4045,0.1214,0.1867,0.4857,0.3543,0.0322,1,1,0,0.7806,"Dubai, UAE",44.0
106960,user_106960,bot,1,2022-11-19,408,173,2153,2286,0,74.9963,0.0552,0.7896,0.0038,0.6925,0.4514,0.7331,0,1,1,0.2178,"Sao Paulo, Brazil",6.0
100612,user_100612,human,0,2019-03-02,1766,4673,940,660,0,3.13,0.155,0.332,0.0285,0.5227,0.0267,0.0964,1,1,0,0.6951,"Dubai, UAE",2.0
104289,user_104289,human,0,2016-08-05,2705,340,193,2126,0,3.285,0.1299,0.0234,0.0101,0.0672,0.2187,0.0117,1,1,0,0.6231,,5.0
108571,user_108571,suspicious,2,2021-08-30,854,45,1273,160,0,42.2878,0.1591,0.5132,0.2544,0.8265,0.5234,0.6067,0,0,0,0.3154,"Sao Paulo, Brazil",1.0
109713,user_109713,suspicious,2,2020-01-06,1456,121,94,532,0,24.2245,0.3396,0.7893,0.3245,0.3395,0.597,0.525,1,0,1,0.4797,"Seoul, South Korea",91.0
101544,user_101544,human,0,2019-10-29,1525,253,732,100,0,1.8903,0.0103,0.0066,0.0262,0.2199,0.1416,0.0567,1,1,0,0.5119,,2.0
109536,user_109536,suspicious,2,2021-03-19,1018,537,48,2760,0,26.3484,0.0326,0.5391,0.0366,0.7423,0.4886,0.545,1,1,1,0.2429,"Tokyo, Japan",7.0
103854,user_103854,human,0,2020-11-22,1135,16,108,1202,0,3.9044,0.0713,0.0968,0.0679,0.0857,0.0102,0.0328,1,0,0,0.7472,"Berlin, Germany",
100555,user_100555,human,0,2018-07-09,2002,300,821,2408,0,2.0807,0.4087,0.1651,0.2682,0.4467,0.1089,0.0152,1,1,0,0.7917,"Paris, France",6.0
106366,user_106366,bot,1,2022-11-15,412,180,7200,3810,0,76.7407,0.0104,0.8245,0.0095,0.922,0.273,0.896,0,1,1,0.0316,"Berlin, Germany",15.0
100512,user_100512,human,0,2019-02-27,1769,985,244,7046,0,2.0033,0.3125,0.4194,0.3612,0.091,0.1625,0.0055,1,0,0,0.4233,"Sao Paulo, Brazil",58.0
103207,user_103207,human,0,2020-05-05,1336,827,5000,733,0,5.0243,0.2139,0.0312,0.1366,0.0524,0.4262,0.0008,1,1,0,0.6285,"Sao Paulo, Brazil",43.0
108085,user_108085,bot,1,2022-07-17,533,1803,8793,1732,0,35.7091,0.1736,0.6119,0.0045,0.7181,0.4269,0.8648,1,0,1,0.0802,"Tokyo, Japan",
100968,user_100968,human,0,2016-02-12,2880,2070,71,3134,0,2.7523,0.5713,0.6147,0.2608,0.664,0.0294,0.0077,1,1,0,0.804,"Tokyo, Japan",14.0
106044,user_106044,bot,1,2023-01-23,343,343,3554,4611,0,51.0033,0.0028,0.6445,0.0211,0.9198,0.456,0.5141,0,0,1,0.3941,"London, UK",8.0
106880,user_106880,bot,1,2023-01-01,365,103,344,1219,0,23.5722,0.0452,0.8693,0.2626,0.6878,0.6131,0.8846,0,0,1,0.048,,12.0
106776,user_106776,bot,1,2022-08-13,506,42,530,20360,0,5.0,0.0122,0.7334,0.0069,0.5266,0.713,0.6127,1,1,0,0.079,"New York, USA",9.0
103296,user_103296,human,0,2020-11-03,1154,1542,889,103,0,0.1,0.2001,0.3579,0.0096,0.4601,0.1072,0.001,1,1,0,0.5504,,6.0
108702,user_108702,suspicious,2,2023-12-02,30,324,246,565,0,17.5217,0.1302,0.7923,0.2343,0.7217,0.5417,0.8296,0,1,1,0.2178,"Paris, France",6.0
103430,user_103430,human,0,2017-04-07,2460,148,236,516,0,3.7396,0.2128,0.3079,0.1694,0.0462,0.1702,0.0349,1,1,0,0.7907,,
108871,user_108871,suspicious,2,2020-07-15,1265,94,23,641,0,2.0,0.1504,0.367,0.2387,0.6346,0.4787,0.3257,1,1,0,0.5708,"Dubai, UAE",101.0
106963,user_106963,bot,1,2023-04-23,253,37,538,5499,0,73.6722,0.0524,0.7568,0.0083,0.9074,0.4231,0.618,0,0,1,0.0871,"London, UK",2.0
102089,user_102089,human,0,2019-10-26,1528,357,1078,3229,0,3.7323,0.0912,0.3037,0.0142,0.0935,0.0561,0.1969,1,1,0,0.8206,"Dubai, UAE",12.0
108500,user_108500,bot,1,2023-01-06,360,12,305,489,0,84.4429,0.1323,0.5659,0.1125,0.8234,0.6002,0.5565,1,0,0,0.1561,,
106163,user_106163,bot,1,2023-04-11,265,174,96,10926,0,76.308,0.0558,0.7033,0.1317,0.7635,0.1557,0.2692,0,0,1,0.3653,"Seoul, South Korea",4.0
103211,user_103211,human,0,2017-02-16,2510,840,733,20,0,2.7104,0.4456,0.3744,0.0453,0.2385,0.2329,0.0654,1,0,0,0.6288,,1.0
109201,user_109201,suspicious,2,2022-04-27,614,740,465,55,0,20.9041,0.2323,0.5728,0.1466,0.6339,0.2225,0.4529,1,1,1,0.6608,"Seoul, South Korea",1.0
106606,user_106606,bot,1,2022-05-09,602,19,5645,7727,0,58.0817,0.0374,0.8385,0.0013,0.7821,0.7646,0.6423,1,1,0,0.1671,"Paris, France",0.0
101110,user_101110,human,0,2015-12-06,2948,111,49,683,0,3.4379,0.1887,0.2129,0.049,0.1926,0.5634,0.048,0,1,0,0.7389,"Mumbai, India",1.0
105729,user_105729,bot,1,2022-07-06,544,75,750,158,0,59.0785,0.0098,0.9193,0.0638,0.8871,0.3642,0.6125,0,0,1,0.5367,"Paris, France",4.0
107830,user_107830,bot,1,2023-06-04,211,0,2591,321,0,72.7653,0.0569,0.6528,0.0002,0.6323,0.4518,0.7348,0,0,0,0.1749,"New York, USA",6.0
101039,user_101039,human,0,2018-09-15,1934,1130,297,248,0,1.607,0.2983,0.3834,0.0942,0.0646,0.3387,0.0003,1,1,0,0.5295,"Dubai, UAE",12.0
101195,user_101195,human,0,2021-09-09,844,5,161,8604,0,3.4692,0.3585,0.4647,0.4246,0.2925,0.1068,0.0057,1,1,1,0.6607,"Mumbai, India",0.0
104475,user_104475,human,0,2017-09-07,2307,13,87,524,0,0.1,0.5086,0.3986,0.2324,0.2487,0.157,0.2662,1,1,1,0.6787,,1.0
109875,user_109875,suspicious,2,2022-05-13,598,544,124,380,0,22.1395,0.4616,0.7976,0.1503,0.7937,0.3497,0.223,0,0,0,0.3362,"London, UK",1.0
102123,user_102123,human,0,2019-02-08,1788,161,344,563,0,3.7453,0.197,0.0961,0.1512,0.5347,0.277,0.2315,1,1,0,0.9186,"Mumbai, India",29.0
104983,user_104983,human,0,2018-08-08,1972,726,43,231,0,5.5792,0.0606,0.0439,0.1066,0.338,0.1232,0.0242,1,0,0,0.7969,"Mumbai, India",23.0
108974,user_108974,suspicious,2,2021-01-28,1068,52,105,1339,0,17.7326,0.1444,0.4117,0.1067,0.4171,0.5746,0.6085,0,0,0,0.4624,,2.0
105701,user_105701,bot,1,2022-04-23,618,10,2509,1325,0,43.4252,0.0567,0.7729,0.0001,0.3503,0.5246,0.719,0,1,0,0.1161,"Sydney, Australia",1.0
100935,user_100935,human,0,2018-05-08,2064,4064,329,1687,0,2.2175,0.5011,0.1813,0.5576,0.5917,0.0853,0.2426,0,1,0,0.6612,,21.0
106102,user_106102,bot,1,2022-06-11,569,135,305,591,0,56.4214,0.0138,0.7908,0.1,0.9341,0.9003,0.5658,0,0,1,0.1877,"Paris, France",1.0
104690,user_104690,human,0,2019-11-13,1510,512,126,867,0,3.2637,0.0312,0.0245,0.0327,0.6319,0.075,0.0013,1,0,0,0.8396,"Tokyo, Japan",16.0
100395,user_100395,human,0,2017-02-19,2507,39,578,681,0,1.2724,0.0934,0.1267,0.0609,0.0404,0.0923,0.0151,1,1,0,0.6169,"Seoul, South Korea",
104686,user_104686,human,0,2017-12-24,2199,1462,500,868,0,4.6339,0.3923,0.2576,0.1369,0.3523,0.0279,0.0007,1,1,0,0.8185,"Toronto, Canada",78.0
108777,user_108777,suspicious,2,2023-01-30,336,83,3652,1910,0,14.2292,0.1342,0.1699,0.1475,0.2418,0.5989,0.5422,0,1,0,0.3531,,
109166,user_109166,suspicious,2,2023-02-28,307,122,705,2039,0,19.4577,0.1557,0.6489,0.0295,0.1947,0.301,0.5993,1,1,1,0.458,"Sydney, Australia",7.0
105981,user_105981,bot,1,2023-12-31,1,16,238,6420,0,42.0213,0.2492,0.7169,0.0156,0.3456,0.4158,0.5862,0,0,0,0.0875,"Toronto, Canada",89.0
109943,user_109943,suspicious,2,2021-01-30,1066,79,689,1016,0,16.4616,0.0036,0.595,0.0312,0.3115,0.5682,0.7114,1,0,1,0.2017,"Dubai, UAE",4.0
102192,user_102192,human,0,2018-04-25,2077,347,886,989,0,2.4224,0.1864,0.0925,0.1735,0.0688,0.5599,0.1267,1,0,0,0.626,,
101298,user_101298,human,0,2019-07-21,1625,60,139,237,0,0.8048,0.2682,0.1063,0.1808,0.1457,0.3432,0.0481,1,1,0,0.8764,,2.0
105045,user_105045,bot,1,2023-11-01,61,102,15948,1219,0,76.2754,0.0469,0.4108,0.0005,0.5921,0.6955,0.9292,0,0,1,0.1936,"Toronto, Canada",0.0
101163,user_101163,human,0,2021-05-10,966,50,23,74,0,5.711,0.2336,0.161,0.0646,0.1225,0.0041,0.1404,1,0,0,0.8087,"London, UK",68.0
104255,user_104255,human,0,2018-09-09,1940,458,2295,19483,0,2.5752,0.2892,0.2749,0.2038,0.3052,0.5766,0.1749,1,1,0,0.7816,"California, USA",3.0
106373,user_106373,bot,1,2022-10-07,451,2442,357,5328,0,26.15,0.1207,0.5245,0.0367,0.57,0.3155,0.8206,0,0,1,0.0989,"Dubai, UAE",18.0
101528,user_101528,human,0,2016-07-16,2725,310,392,194,0,2.4543,0.0702,0.146,0.1339,0.5359,0.1541,0.1862,1,1,1,0.8411,"Mumbai, India",11.0
104343,user_104343,human,0,2015-11-15,2969,2684,441,597,0,1.6995,0.3291,0.0214,0.0023,0.5416,0.1429,0.1598,1,0,0,0.8694,,19.0
102031,user_102031,human,0,2017-09-30,2284,42,410,745,0,0.1,0.327,0.1963,0.1246,0.2337,0.4397,0.007,1,0,0,0.9835,,20.0
103061,user_103061,human,0,2018-07-21,1990,386,459,808,0,2.4305,0.4072,0.2625,0.5794,0.3223,0.12,0.308,1,1,0,0.5846,"Paris, France",0.0
